engine_name,display_name,distance_m,i_have_kevlar,p_win_vs_ak
xm1014,XM1014,7.5,False,0.0
xm1014,XM1014,10.0,True,0.0
xm1014,XM1014,10.0,False,0.0
xm1014,XM1014,12.5,True,0.0
xm1014,XM1014,12.5,False,0.0
xm1014,XM1014,15.0,True,0.0
xm1014,XM1014,15.0,False,0.0
xm1014,XM1014,20.0,True,0.0
xm1014,XM1014,20.0,False,0.0
xm1014,XM1014,25.0,True,0.0
xm1014,XM1014,25.0,False,0.0
xm1014,XM1014,30.0,True,0.0
xm1014,XM1014,30.0,False,0.0
xm1014,XM1014,40.0,True,0.015
xm1014,XM1014,40.0,False,0.0024
