engine_name,mode,display_name,category,price,kill_award,distance_m,vs_armored,hits_needed,expected_ttk,median_ttk,perfect_ttk,p_kill_1s,p_kill_2s,p_kill,first_hit_p,cadence_mult,interval_ms
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,7.5,False,4,0.5064900000000001,0.45000000000000007,0.30000000000000004,0.995,1.0,1.0,1.0,1.5,150
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,10.0,False,4,0.730046,0.6000000000000001,0.30000000000000004,0.9508,0.9998,1.0,1.0,2.0,200
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,12.5,False,4,1.0107000000000002,0.9000000000000001,0.30000000000000004,0.709,0.999,1.0,1.0,3.0,300
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,15.0,False,4,1.3667840000000002,1.2000000000000002,0.30000000000000004,0.286,0.8894,1.0,0.9468,3.0,300
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,20.0,False,5,3.7529480000000004,3.2,0.4,0.0,0.154,0.9992,0.6606,4.0,400
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,25.0,False,5,7.211712000000001,8.030000000000001,0.4,0.0,0.0194,0.9262,0.4246,4.0,400
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,30.0,False,5,9.789667999999999,10.430000000000001,0.4,0.0,0.0028,0.6352,0.2816,4.0,400
cz75a,primary,CZ75-Auto,Pistols,500.0,300.0,40.0,False,6,11.855706,12.0,0.5,0.0,0.0002,0.0728,0.1696,4.0,400
tec9,primary,Tec-9,Pistols,500.0,300.0,2.5,True,4,0.35999999999999993,0.36,0.36,1.0,1.0,1.0,1.0,1.0,120
tec9,primary,Tec-9,Pistols,500.0,300.0,5.0,True,4,0.49378599999999995,0.48,0.36,0.9756,0.9998,1.0,1.0,1.0,120
tec9,primary,Tec-9,Pistols,500.0,300.0,7.5,True,4,0.7016039999999999,0.54,0.36,0.8964,0.9994,1.0,1.0,1.5,180
tec9,primary,Tec-9,Pistols,500.0,300.0,10.0,True,5,1.144608,0.96,0.48,0.511,0.9928,1.0,1.0,2.0,240
tec9,primary,Tec-9,Pistols,500.0,300.0,12.5,True,5,1.4399999999999997,1.44,0.48,0.0,1.0,1.0,1.0,3.0,360
tec9,primary,Tec-9,Pistols,500.0,300.0,15.0,True,5,1.5042239999999998,1.44,0.48,0.0,0.9832,1.0,1.0,3.0,360
tec9,primary,Tec-9,Pistols,500.0,300.0,20.0,True,5,1.9869119999999998,1.92,0.48,0.0,0.8734,1.0,1.0,4.0,480
tec9,primary,Tec-9,Pistols,500.0,300.0,25.0,True,6,3.1715519999999997,2.88,0.6,0.0,0.0,1.0,0.9998,4.0,480
tec9,primary,Tec-9,Pistols,500.0,300.0,30.0,True,6,4.207104000000001,4.32,0.6,0.0,0.0,1.0,0.9416,6.0,720
tec9,primary,Tec-9,Pistols,500.0,300.0,40.0,True,8,8.956895999999999,8.64,0.84,0.0,0.0,0.878,0.6944,6.0,720
tec9,primary,Tec-9,Pistols,500.0,300.0,2.5,False,4,0.35999999999999993,0.36,0.36,1.0,1.0,1.0,1.0,1.0,120
tec9,primary,Tec-9,Pistols,500.0,300.0,5.0,False,4,0.49583999999999995,0.48,0.36,0.975,1.0,1.0,1.0,1.0,120
tec9,primary,Tec-9,Pistols,500.0,300.0,7.5,False,4,0.702504,0.54,0.36,0.899,0.9992,1.0,1.0,1.5,180
tec9,primary,Tec-9,Pistols,500.0,300.0,10.0,False,4,0.8363999999999998,0.72,0.36,0.8954,0.9992,1.0,1.0,2.0,240
tec9,primary,Tec-9,Pistols,500.0,300.0,12.5,False,4,1.08,1.08,0.36,0.0,1.0,1.0,1.0,3.0,360
tec9,primary,Tec-9,Pistols,500.0,300.0,15.0,False,5,1.5027119999999998,1.44,0.48,0.0,0.9832,1.0,1.0,3.0,360
tec9,primary,Tec-9,Pistols,500.0,300.0,20.0,False,5,1.9849919999999999,1.92,0.48,0.0,0.8782,1.0,1.0,4.0,480
tec9,primary,Tec-9,Pistols,500.0,300.0,25.0,False,5,2.5382399999999996,2.4,0.48,0.0,0.337,1.0,1.0,4.0,480
tec9,primary,Tec-9,Pistols,500.0,300.0,30.0,False,6,4.191408,4.32,0.6,0.0,0.0,1.0,0.9432,6.0,720
tec9,primary,Tec-9,Pistols,500.0,300.0,40.0,False,7,7.853808,7.92,0.72,0.0,0.0,0.9504,0.6964,6.0,720
mag7,primary,MAG-7,Shotguns,1300.0,900.0,2.5,True,6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,5.0,True,7,0.59619,0.85,0.0,0.9942,1.0,1.0,1.0,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,7.5,True,8,2.2319579999999997,1.7,0.0,0.108,0.5222,1.0,0.9622,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,10.0,True,9,6.583714,6.720000000000001,0.85,0.001,0.0192,0.9642,0.7886,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,12.5,True,10,10.563864,12.0,0.85,0.0,0.0004,0.44,0.633,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,15.0,True,12,11.93019,12.0,0.85,0.0,0.0,0.028,0.4848,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,20.0,True,16,12.0,12.0,0.85,0.0,0.0,0.0,0.3056,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,25.0,True,22,12.0,12.0,1.7,0.0,0.0,0.0,0.204,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,30.0,True,30,12.0,12.0,2.55,0.0,0.0,0.0,0.1444,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,40.0,True,55,12.0,12.0,7.57,0.0,0.0,0.0,0.082,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,2.5,False,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,5.0,False,5,0.13634000000000002,0.0,0.0,0.9998,1.0,1.0,1.0,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,7.5,False,6,1.543694,1.7,0.0,0.3942,0.8286,1.0,0.9586,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,10.0,False,7,4.646294,3.4,0.0,0.0154,0.1254,0.993,0.795,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,12.5,False,8,9.004274,9.27,0.0,0.0006,0.0046,0.7254,0.63,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,15.0,False,9,11.424733999999999,12.0,0.85,0.0,0.0,0.1882,0.494,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,20.0,False,12,12.0,12.0,0.85,0.0,0.0,0.0,0.308,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,25.0,False,17,12.0,12.0,1.7,0.0,0.0,0.0,0.2136,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,30.0,False,22,12.0,12.0,1.7,0.0,0.0,0.0,0.1594,1.0,850
mag7,primary,MAG-7,Shotguns,1300.0,900.0,40.0,False,42,12.0,12.0,6.720000000000001,0.0,0.0,0.0,0.0882,1.0,850
nova,primary,Nova,Shotguns,1050.0,900.0,2.5,True,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,5.0,True,9,0.840576,0.88,0.0,0.9898,1.0,1.0,1.0,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,7.5,True,10,2.567136000000001,2.64,0.88,0.0332,0.355,1.0,0.97,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,10.0,True,11,6.3863080000000005,5.28,0.88,0.0,0.006,0.8936,0.8354,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,12.5,True,11,10.551224,12.0,0.88,0.0,0.0,0.3368,0.6724,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,15.0,True,12,11.923032000000001,12.0,0.88,0.0,0.0,0.0278,0.5316,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,20.0,True,14,12.0,12.0,0.88,0.0,0.0,0.0,0.338,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,25.0,True,16,12.0,12.0,0.88,0.0,0.0,0.0,0.2278,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,30.0,True,18,12.0,12.0,0.88,0.0,0.0,0.0,0.1728,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,40.0,True,24,12.0,12.0,1.76,0.0,0.0,0.0,0.0922,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,2.5,False,5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,5.0,False,5,0.066176,0.0,0.0,1.0,1.0,1.0,1.0,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,7.5,False,5,1.051248,0.88,0.0,0.7292,0.9546,1.0,0.971,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,10.0,False,6,2.798144,2.64,0.0,0.0898,0.3526,0.998,0.8382,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,12.5,False,6,5.134152,4.4,0.0,0.012,0.0798,0.918,0.6646,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,15.0,False,6,8.058164,6.16,0.0,0.0016,0.018,0.6546,0.5384,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,20.0,False,7,11.701964,12.0,0.0,0.0,0.0,0.076,0.326,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,25.0,False,8,11.990504000000001,12.0,0.0,0.0,0.0,0.0026,0.2374,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,30.0,False,9,12.0,12.0,0.0,0.0,0.0,0.0,0.163,1.0,880
nova,primary,Nova,Shotguns,1050.0,900.0,40.0,False,12,12.0,12.0,0.88,0.0,0.0,0.0,0.095,1.0,880
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,2.5,True,5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,5.0,True,6,1.641514,1.7,0.0,0.339,0.7794,1.0,0.9418,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,7.5,True,7,6.45357,5.1,0.0,0.0032,0.0344,0.9306,0.6856,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,10.0,True,8,11.396184,12.0,0.0,0.0,0.0004,0.2604,0.462,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,12.5,True,10,11.988438,12.0,0.85,0.0,0.0,0.0094,0.3336,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,15.0,True,11,12.0,12.0,0.85,0.0,0.0,0.0,0.229,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,20.0,True,15,12.0,12.0,0.85,0.0,0.0,0.0,0.1384,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,25.0,True,21,12.0,12.0,1.7,0.0,0.0,0.0,0.0918,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,30.0,True,28,12.0,12.0,2.55,0.0,0.0,0.0,0.0674,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,40.0,True,52,12.0,12.0,5.1,0.0,0.0,0.0,0.041,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,2.5,False,4,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,5.0,False,5,1.2908099999999998,0.85,0.0,0.5544,0.8932,1.0,0.9492,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,7.5,False,6,5.115294,4.25,0.0,0.0152,0.0934,0.963,0.6874,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,10.0,False,6,9.820648,11.87,0.0,0.0008,0.0076,0.5676,0.459,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,12.5,False,7,11.801934,12.0,0.0,0.0,0.0,0.0896,0.318,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,15.0,False,9,11.999673999999999,12.0,0.85,0.0,0.0,0.0012,0.2354,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,20.0,False,11,12.0,12.0,0.85,0.0,0.0,0.0,0.1338,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,25.0,False,16,12.0,12.0,0.85,0.0,0.0,0.0,0.0906,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,30.0,False,21,12.0,12.0,1.7,0.0,0.0,0.0,0.0628,1.0,850
sawedoff,primary,Sawed-Off,Shotguns,1100.0,900.0,40.0,False,39,12.0,12.0,3.4,0.0,0.0,0.0,0.0398,1.0,850
xm1014,primary,XM1014,Shotguns,2000.0,600.0,2.5,True,7,0.35000000000000003,0.35,0.35,1.0,1.0,1.0,1.0,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,5.0,True,8,0.38227000000000005,0.35,0.35,0.9998,1.0,1.0,1.0,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,7.5,True,8,1.1265599999999998,1.0499999999999998,0.35,0.2992,0.9734,1.0,0.9286,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,10.0,True,9,4.679202,6.67,0.35,0.0048,0.2864,0.9924,0.7322,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,12.5,True,9,8.250914,8.07,0.35,0.0,0.0372,0.767,0.5734,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,15.0,True,10,11.129229999999998,12.0,0.35,0.0,0.0016,0.22,0.4326,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,20.0,True,11,11.985976,12.0,0.35,0.0,0.0,0.0038,0.284,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,25.0,True,13,12.0,12.0,0.7,0.0,0.0,0.0,0.176,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,30.0,True,15,12.0,12.0,0.7,0.0,0.0,0.0,0.1216,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,40.0,True,20,12.0,12.0,1.0499999999999998,0.0,0.0,0.0,0.0682,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,2.5,False,6,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,5.0,False,6,0.26439,0.35,0.0,1.0,1.0,1.0,1.0,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,7.5,False,7,0.9686539999999997,1.0499999999999998,0.35,0.4626,0.9866,1.0,0.9236,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,10.0,False,7,2.861728,1.75,0.35,0.0498,0.5944,0.9992,0.7302,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,12.5,False,8,7.313332000000001,7.37,0.35,0.002,0.085,0.8496,0.5538,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,15.0,False,8,9.861958,12.0,0.35,0.0,0.0104,0.4814,0.4234,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,20.0,False,9,11.911294,12.0,0.35,0.0,0.0004,0.0228,0.2678,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,25.0,False,11,11.998498000000001,12.0,0.35,0.0,0.0,0.0004,0.1786,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,30.0,False,12,12.0,12.0,0.35,0.0,0.0,0.0,0.131,1.0,350
xm1014,primary,XM1014,Shotguns,2000.0,600.0,40.0,False,16,12.0,12.0,0.7,0.0,0.0,0.0,0.08,1.0,350
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,2.5,True,7,0.48,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,5.0,True,7,0.48,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,7.5,True,7,0.48,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,10.0,True,8,0.5909280000000001,0.56,0.56,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,12.5,True,8,0.9252799999999999,0.88,0.56,0.6754,0.9996,1.0,0.9338,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,15.0,True,8,1.409584,1.36,0.56,0.1566,0.9182,1.0,0.662,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,20.0,True,9,3.0662599999999998,2.88,0.64,0.001,0.1378,1.0,0.374,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,25.0,True,10,6.578740000000001,7.550000000000001,0.72,0.0002,0.0014,0.9906,0.2398,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,30.0,True,10,9.487522,9.870000000000001,0.72,0.0,0.0,0.7982,0.171,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,40.0,True,12,11.94535,12.0,0.88,0.0,0.0,0.0438,0.092,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,2.5,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,5.0,False,5,0.32,0.32,0.32,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,7.5,False,5,0.32,0.32,0.32,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,10.0,False,5,0.32843199999999995,0.32,0.32,1.0,1.0,1.0,1.0,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,12.5,False,5,0.5139040000000001,0.48,0.32,0.9858,1.0,1.0,0.9296,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,15.0,False,5,0.8115680000000001,0.72,0.32,0.7506,0.9974,1.0,0.6722,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,20.0,False,6,1.9284279999999998,1.84,0.4,0.0768,0.618,1.0,0.3768,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,25.0,False,6,3.330104,2.96,0.4,0.011,0.1896,0.9998,0.2396,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,30.0,False,7,6.646242000000001,7.630000000000001,0.48,0.0,0.0148,0.963,0.1586,1.0,80
bizon,primary,PP-Bizon,SMGs,1300.0,600.0,40.0,False,8,11.085251999999999,12.0,0.56,0.0,0.0002,0.3928,0.091,1.0,80
mac10,primary,MAC-10,SMGs,1050.0,600.0,2.5,True,7,0.45000000000000007,0.44999999999999996,0.44999999999999996,1.0,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,5.0,True,7,0.45000000000000007,0.44999999999999996,0.44999999999999996,1.0,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,7.5,True,7,0.45000000000000007,0.44999999999999996,0.44999999999999996,1.0,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,10.0,True,8,0.7567799999999999,0.75,0.525,0.9074,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,12.5,True,8,1.291518,1.2,0.525,0.3084,0.9538,1.0,0.9964,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,15.0,True,8,2.222333,2.025,0.525,0.0084,0.464,1.0,0.7222,1.5,112
mac10,primary,MAC-10,SMGs,1050.0,600.0,20.0,True,9,6.443861999999999,7.220000000000001,0.6,0.0,0.005,0.989,0.4032,2.0,150
mac10,primary,MAC-10,SMGs,1050.0,600.0,25.0,True,10,10.477452,10.97,0.6749999999999999,0.0,0.0,0.5796,0.2604,2.0,150
mac10,primary,MAC-10,SMGs,1050.0,600.0,30.0,True,11,11.833855999999999,12.0,0.75,0.0,0.0,0.096,0.1752,2.0,150
mac10,primary,MAC-10,SMGs,1050.0,600.0,40.0,True,13,11.999686,12.0,0.8999999999999999,0.0,0.0,0.0004,0.096,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,2.5,False,4,0.22500000000000003,0.22499999999999998,0.22499999999999998,1.0,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,5.0,False,4,0.22500000000000003,0.22499999999999998,0.22499999999999998,1.0,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,7.5,False,4,0.22500000000000003,0.22499999999999998,0.22499999999999998,1.0,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,10.0,False,5,0.3857549999999999,0.375,0.3,0.9996,1.0,1.0,1.0,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,12.5,False,5,0.6624909999999999,0.6,0.3,0.8866,0.9984,1.0,0.9964,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,15.0,False,5,1.1484619999999999,0.975,0.3,0.5246,0.9424,1.0,0.7274,1.0,75
mac10,primary,MAC-10,SMGs,1050.0,600.0,20.0,False,5,2.799012,2.4,0.3,0.0276,0.3334,0.9998,0.4096,2.0,150
mac10,primary,MAC-10,SMGs,1050.0,600.0,25.0,False,6,6.5933579999999985,7.37,0.375,0.0006,0.0212,0.9536,0.2636,2.0,150
mac10,primary,MAC-10,SMGs,1050.0,600.0,30.0,False,6,9.190833999999999,9.620000000000001,0.375,0.0,0.0042,0.7264,0.1758,2.0,150
mac10,primary,MAC-10,SMGs,1050.0,600.0,40.0,False,7,11.799095999999999,12.0,0.44999999999999996,0.0,0.0,0.0948,0.0994,2.0,150
mp7,primary,MP7,SMGs,1400.0,600.0,2.5,True,6,0.39999999999999997,0.4,0.4,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,5.0,True,6,0.39999999999999997,0.4,0.4,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,7.5,True,6,0.39999999999999997,0.4,0.4,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,10.0,True,6,0.39999999999999997,0.4,0.4,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,12.5,True,7,0.48576,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,15.0,True,7,0.644848,0.64,0.48,0.9722,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,20.0,True,7,1.356538,1.2,0.48,0.286,0.9372,1.0,0.7266,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,25.0,True,8,3.7271079999999994,2.88,0.56,0.0002,0.1382,0.9996,0.462,1.5,120
mp7,primary,MP7,SMGs,1400.0,600.0,30.0,True,8,6.527674,7.209999999999999,0.56,0.0004,0.0174,0.9556,0.3226,1.5,120
mp7,primary,MP7,SMGs,1400.0,600.0,40.0,True,9,11.069545999999999,12.0,0.64,0.0,0.0002,0.2878,0.175,1.5,120
mp7,primary,MP7,SMGs,1400.0,600.0,2.5,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,5.0,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,7.5,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,10.0,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,12.5,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,15.0,False,4,0.288352,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,20.0,False,5,0.8532599999999999,0.8,0.32,0.7182,0.9916,1.0,0.7204,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,25.0,False,5,1.7683239999999998,1.36,0.32,0.266,0.8174,1.0,0.4444,1.0,80
mp7,primary,MP7,SMGs,1400.0,600.0,30.0,False,5,3.246688,2.52,0.32,0.0364,0.3172,0.9986,0.3212,1.5,120
mp7,primary,MP7,SMGs,1400.0,600.0,40.0,False,6,8.480822,8.649999999999999,0.4,0.0,0.0144,0.7506,0.1846,1.5,120
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,2.5,True,6,0.39999999999999997,0.4,0.4,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,5.0,True,7,0.48,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,7.5,True,7,0.48,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,10.0,True,7,0.48,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,12.5,True,7,0.486,0.48,0.48,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,15.0,True,7,0.6453760000000001,0.64,0.48,0.974,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,20.0,True,8,1.67936,1.44,0.56,0.1354,0.8548,1.0,0.7168,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,25.0,True,8,3.71196,2.88,0.56,0.002,0.14,0.9996,0.4732,1.5,120
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,30.0,True,8,6.436187999999999,7.02,0.56,0.0,0.0226,0.959,0.3308,1.5,120
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,40.0,True,9,11.022924,12.0,0.64,0.0,0.0,0.2948,0.1886,1.5,120
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,2.5,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,5.0,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,7.5,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,10.0,False,4,0.24,0.24,0.24,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,12.5,False,5,0.32054399999999994,0.32,0.32,1.0,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,15.0,False,5,0.40535999999999994,0.4,0.32,0.999,1.0,1.0,1.0,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,20.0,False,5,0.8477680000000001,0.8,0.32,0.7222,0.9926,1.0,0.7248,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,25.0,False,5,1.7513279999999998,1.36,0.32,0.2668,0.8158,1.0,0.4508,1.0,80
mp5sd,primary,MP5-SD,SMGs,1400.0,600.0,30.0,False,5,3.186492,2.46,0.32,0.0338,0.32,0.9992,0.3262,1.5,120
